"","school","program","schoolname","sssdistrict","ssslong","ssslat","quality","cutoff","size","selectivity_cutoff","selectivity_quality"
"1","100101","General Arts","WA SENIOR HIGH/TECHNICAL SCHOOL, WA","Wa Municipal",-2.285030365,10.03062153,244.392405063291,198,79,"1","2"
"2","100101","Home Economics","WA SENIOR HIGH/TECHNICAL SCHOOL, WA","Wa Municipal",-2.285030365,10.03062153,229.45,199,40,"1","1"
"3","100101","Technical","WA SENIOR HIGH/TECHNICAL SCHOOL, WA","Wa Municipal",-2.285030365,10.03062153,235.102040816327,201,49,"1","1"
"4","100102","Agriculture","WA SENIOR HIGH SCHOOL, WA","Wa Municipal",-2.285030365,10.03062153,292.555555555556,273,90,"7","7"
"5","100102","Business","WA SENIOR HIGH SCHOOL, WA","Wa Municipal",-2.285030365,10.03062153,303.344444444444,283,90,"8","8"
"6","100102","General Arts","WA SENIOR HIGH SCHOOL, WA","Wa Municipal",-2.285030365,10.03062153,311.111111111111,291,90,"8","8"
"7","100102","General Science","WA SENIOR HIGH SCHOOL, WA","Wa Municipal",-2.285030365,10.03062153,298.433333333333,273,90,"7","7"
"8","100102","Home Economics","WA SENIOR HIGH SCHOOL, WA","Wa Municipal",-2.285030365,10.03062153,278.866666666667,262,45,"7","6"
"9","100102","Visual Arts","WA SENIOR HIGH SCHOOL, WA","Wa Municipal",-2.285030365,10.03062153,275.2,250,45,"6","6"
"10","100104","General Arts","LASSIE-TUOLO SNR SENIOR HIGH. SCHOOL, LASSIE","Wa Municipal",-2.285030365,10.03062153,337.444444444444,319,45,"9","9"
"11","100104","General Science","LASSIE-TUOLO SNR SENIOR HIGH. SCHOOL, LASSIE","Wa Municipal",-2.285030365,10.03062153,334,313,45,"9","9"
"12","100104","Home Economics","LASSIE-TUOLO SNR SENIOR HIGH. SCHOOL, LASSIE","Wa Municipal",-2.285030365,10.03062153,309.355555555556,282,45,"8","8"
"13","100105","Business","ISLAMIC SENIOR HIGH. SCHOOL, WA","Wa Municipal",-2.285030365,10.03062153,268.0125,251,80,"6","5"
"14","100105","General Arts","ISLAMIC SENIOR HIGH. SCHOOL, WA","Wa Municipal",-2.285030365,10.03062153,274.7375,258,80,"7","6"
"15","100105","Home Economics","ISLAMIC SENIOR HIGH. SCHOOL, WA","Wa Municipal",-2.285030365,10.03062153,258.1625,242,80,"6","4"
"16","100106","Agriculture","T. I. AHMADIYYA SENIOR HIGH. SCHOOL, WA","Wa Municipal",-2.285030365,10.03062153,240.625,223,40,"4","2"
"17","100106","Business","T. I. AHMADIYYA SENIOR HIGH. SCHOOL, WA","Wa Municipal",-2.285030365,10.03062153,253.5,238,40,"5","4"
"18","100106","General Arts","T. I. AHMADIYYA SENIOR HIGH. SCHOOL, WA","Wa Municipal",-2.285030365,10.03062153,268.975,248,40,"6","6"
"19","100201","Business","NANDOM SENIOR HIGH SCHOOL, NANDOM","Lawra",-2.800941229,10.54639816,314.275,288,80,"8","8"
"20","100201","General Arts","NANDOM SENIOR HIGH SCHOOL, NANDOM","Lawra",-2.800941229,10.54639816,339.025,319,40,"9","9"
"21","100201","General Science","NANDOM SENIOR HIGH SCHOOL, NANDOM","Lawra",-2.800941229,10.54639816,356.1125,334,80,"9","10"
"22","100202","Business","LAWRA SENIOR HIGH SCHOOL, LAWRA","Lawra",-2.800941229,10.54639816,261.485,230,200,"5","5"
"23","100202","General Arts","LAWRA SENIOR HIGH SCHOOL, LAWRA","Lawra",-2.800941229,10.54639816,274.556,252,250,"6","6"
"24","100202","General Science","LAWRA SENIOR HIGH SCHOOL, LAWRA","Lawra",-2.800941229,10.54639816,286.95,265,100,"7","7"
"25","100203","Agriculture","EREMON SEC./TECH SCHOOL, EREMON     ","Lawra",-2.800941229,10.54639816,242.54,225,50,"4","2"
"26","100203","Home Economics","EREMON SEC./TECH SCHOOL, EREMON     ","Lawra",-2.800941229,10.54639816,227.222222222222,201,36,"1","1"
"27","100203","Technical","EREMON SEC./TECH SCHOOL, EREMON     ","Lawra",-2.800941229,10.54639816,223.1875,200,16,"1","1"
"28","100204","Business","KO SENIOR HIGH SCHOOL, KO-NANDOM","Lawra",-2.800941229,10.54639816,226.5625,204,32,"1","1"
"29","100204","General Arts","KO SENIOR HIGH SCHOOL, KO-NANDOM","Lawra",-2.800941229,10.54639816,229.15,194,40,"1","1"
"30","100204","Home Economics","KO SENIOR HIGH SCHOOL, KO-NANDOM","Lawra",-2.800941229,10.54639816,230.705882352941,202,17,"1","1"
"31","100301","Agriculture","ULLO SENIOR HIGH SCHOOL, ULLO","Jirapa/Lambusie (Jirapa)",-2.583322525,10.69203472,224,201,52,"1","1"
"32","100301","General Arts","ULLO SENIOR HIGH SCHOOL, ULLO","Jirapa/Lambusie (Jirapa)",-2.583322525,10.69203472,233.470588235294,197,34,"1","1"
"33","100301","Home Economics","ULLO SENIOR HIGH SCHOOL, ULLO","Jirapa/Lambusie (Jirapa)",-2.583322525,10.69203472,223.3125,195,16,"1","1"
"34","100302","Business","ST. FRANCIS GIRLS SCHOOL, JIRAPA","Jirapa/Lambusie (Jirapa)",-2.583322525,10.69203472,295.02,264,50,"7","7"
"35","100302","General Arts","ST. FRANCIS GIRLS SCHOOL, JIRAPA","Jirapa/Lambusie (Jirapa)",-2.583322525,10.69203472,320.577777777778,294,90,"8","9"
"36","100302","General Science","ST. FRANCIS GIRLS SCHOOL, JIRAPA","Jirapa/Lambusie (Jirapa)",-2.583322525,10.69203472,318.266666666667,285,45,"8","8"
"37","100302","Home Economics","ST. FRANCIS GIRLS SCHOOL, JIRAPA","Jirapa/Lambusie (Jirapa)",-2.583322525,10.69203472,294.64,263,50,"7","7"
"38","100303","Agriculture","PIINA SENIOR HIGH SCH","Jirapa/Lambusie (Jirapa)",-2.583322525,10.69203472,231.288888888889,207,45,"1","1"
"39","100303","Home Economics","PIINA SENIOR HIGH SCH","Jirapa/Lambusie (Jirapa)",-2.583322525,10.69203472,229.954545454545,201,22,"1","1"
"40","100304","Business","JIRAPA SNR SENIOR HIGH. SCHOOL, JIRAPA-TOWN","Jirapa/Lambusie (Jirapa)",-2.583322525,10.69203472,248.94,225,50,"4","3"
"41","100304","Home Economics","JIRAPA SNR SENIOR HIGH. SCHOOL, JIRAPA-TOWN","Jirapa/Lambusie (Jirapa)",-2.583322525,10.69203472,241.38,227,50,"5","2"
"42","100304","Visual Arts","JIRAPA SNR SENIOR HIGH. SCHOOL, JIRAPA-TOWN","Jirapa/Lambusie (Jirapa)",-2.583322525,10.69203472,236.805555555556,195,36,"1","1"
"43","100401","Business","KANTON SENIOR HIGH SCHOOL, TUMU","Sisala/Tumu (Tumu)",-1.731065869,10.57417774,280.875,259,40,"7","6"
"44","100401","General Arts","KANTON SENIOR HIGH SCHOOL, TUMU","Sisala/Tumu (Tumu)",-1.731065869,10.57417774,270.091666666667,251,120,"6","6"
"45","100401","General Science","KANTON SENIOR HIGH SCHOOL, TUMU","Sisala/Tumu (Tumu)",-1.731065869,10.57417774,261.425,228,80,"5","5"
"46","100401","Home Economics","KANTON SENIOR HIGH SCHOOL, TUMU","Sisala/Tumu (Tumu)",-1.731065869,10.57417774,259.45,245,40,"6","5"
"47","100401","Visual Arts","KANTON SENIOR HIGH SCHOOL, TUMU","Sisala/Tumu (Tumu)",-1.731065869,10.57417774,240.25,206,40,"1","2"
"48","100402","Agriculture","TUMU SENIOR HIGH./TECH. SCH","Sisala/Tumu (Tumu)",-1.731065869,10.57417774,240.62,225,50,"4","2"
"49","100402","Home Economics","TUMU SENIOR HIGH./TECH. SCH","Sisala/Tumu (Tumu)",-1.731065869,10.57417774,222.847826086957,196,46,"1","1"
"50","100402","Technical","TUMU SENIOR HIGH./TECH. SCH","Sisala/Tumu (Tumu)",-1.731065869,10.57417774,232.214285714286,209,14,"2","1"
"51","100501","Agriculture","KALEO SENIOR HIGH/TECHNICAL SCHOOL, KALEO","Nadowli",-2.427624464,10.36250973,253.211111111111,235,90,"5","4"
"52","100501","Home Economics","KALEO SENIOR HIGH/TECHNICAL SCHOOL, KALEO","Nadowli",-2.427624464,10.36250973,241.855555555556,224,90,"4","2"
"53","100501","Technical","KALEO SENIOR HIGH/TECHNICAL SCHOOL, KALEO","Nadowli",-2.427624464,10.36250973,234.155555555556,207,45,"1","1"
"54","100502","Agriculture","DAFFIAMAH SENIOR HIGH SCHOOL, DAFFIAMAH","Nadowli",-2.427624464,10.36250973,235,191,89,"1","1"
"55","100502","General Arts","DAFFIAMAH SENIOR HIGH SCHOOL, DAFFIAMAH","Nadowli",-2.427624464,10.36250973,233.230769230769,198,91,"1","1"
"56","100502","Home Economics","DAFFIAMAH SENIOR HIGH SCHOOL, DAFFIAMAH","Nadowli",-2.427624464,10.36250973,227.755555555556,209,45,"2","1"
"57","100503","Business","QUEEN OF PEACE SENIOR HIGH. SCHOOL, NADOWLI","Nadowli",-2.427624464,10.36250973,278.65,262,80,"7","6"
"58","100503","General Arts","QUEEN OF PEACE SENIOR HIGH. SCHOOL, NADOWLI","Nadowli",-2.427624464,10.36250973,288.6,273,80,"7","7"
"59","100503","General Science","QUEEN OF PEACE SENIOR HIGH. SCHOOL, NADOWLI","Nadowli",-2.427624464,10.36250973,276,276,1,"8","6"
"60","10101","Agriculture","EBENEZER SENIOR HIGH. SCHOOL, DANSOMAN","Accra Metropolitan",-0.197115257,5.607395649,310.142857142857,288,49,"8","8"
"61","10101","Business","EBENEZER SENIOR HIGH. SCHOOL, DANSOMAN","Accra Metropolitan",-0.197115257,5.607395649,324.86,305,100,"9","9"
"62","10101","General Arts","EBENEZER SENIOR HIGH. SCHOOL, DANSOMAN","Accra Metropolitan",-0.197115257,5.607395649,330.09,316,100,"9","9"
"63","10101","General Science","EBENEZER SENIOR HIGH. SCHOOL, DANSOMAN","Accra Metropolitan",-0.197115257,5.607395649,329.1,299,50,"9","9"
"64","10101","Home Economics","EBENEZER SENIOR HIGH. SCHOOL, DANSOMAN","Accra Metropolitan",-0.197115257,5.607395649,300.571428571429,284,49,"8","8"
"65","10101","Visual Arts","EBENEZER SENIOR HIGH. SCHOOL, DANSOMAN","Accra Metropolitan",-0.197115257,5.607395649,311.54,296,50,"8","8"
"66","10102","General Arts","ST. MARY'S SENIOR HIGH. SCHOOL, KORLE GONNO","Accra Metropolitan",-0.197115257,5.607395649,404.977272727273,388,88,"10","10"
"67","10102","General Science","ST. MARY'S SENIOR HIGH. SCHOOL, KORLE GONNO","Accra Metropolitan",-0.197115257,5.607395649,406.414285714286,389,70,"10","10"
"68","10102","Home Economics","ST. MARY'S SENIOR HIGH. SCHOOL, KORLE GONNO","Accra Metropolitan",-0.197115257,5.607395649,377.111111111111,363,45,"10","10"
"69","10102","Visual Arts","ST. MARY'S SENIOR HIGH. SCHOOL, KORLE GONNO","Accra Metropolitan",-0.197115257,5.607395649,370.933333333333,343,45,"10","10"
"70","10103","Agriculture","WESLEY GRAMMAR SCHOOL, DANSOMAN","Accra Metropolitan",-0.197115257,5.607395649,333.131578947368,316,38,"9","9"
"71","10103","Business","WESLEY GRAMMAR SCHOOL, DANSOMAN","Accra Metropolitan",-0.197115257,5.607395649,357.966386554622,341,119,"10","10"
"72","10103","General Arts","WESLEY GRAMMAR SCHOOL, DANSOMAN","Accra Metropolitan",-0.197115257,5.607395649,362.581196581197,349,117,"10","10"
"73","10103","General Science","WESLEY GRAMMAR SCHOOL, DANSOMAN","Accra Metropolitan",-0.197115257,5.607395649,353.5625,335,80,"9","9"
"74","10103","Home Economics","WESLEY GRAMMAR SCHOOL, DANSOMAN","Accra Metropolitan",-0.197115257,5.607395649,336.040816326531,320,49,"9","9"
"75","10103","Visual Arts","WESLEY GRAMMAR SCHOOL, DANSOMAN","Accra Metropolitan",-0.197115257,5.607395649,357.95,343,40,"10","10"
"76","10104","General Arts","HOLY TRINITY CATHEDRAL SENIOR HIGH SCH, ACCRA","Accra Metropolitan",-0.197115257,5.607395649,320.127272727273,302,55,"9","9"
"77","10104","General Science","HOLY TRINITY CATHEDRAL SENIOR HIGH SCH, ACCRA","Accra Metropolitan",-0.197115257,5.607395649,283.363636363636,245,55,"6","7"
"78","10104","Home Economics","HOLY TRINITY CATHEDRAL SENIOR HIGH SCH, ACCRA","Accra Metropolitan",-0.197115257,5.607395649,285.854545454545,264,55,"7","7"
"79","10104","Visual Arts","HOLY TRINITY CATHEDRAL SENIOR HIGH SCH, ACCRA","Accra Metropolitan",-0.197115257,5.607395649,298.327272727273,273,55,"7","7"
"80","10105","Agriculture","ST THOMAS AQUINAS SENIOR HIGH. SCHOOL, CANTONMENTS","Accra Metropolitan",-0.197115257,5.607395649,306.266666666667,260,45,"7","8"
"81","10105","Business","ST THOMAS AQUINAS SENIOR HIGH. SCHOOL, CANTONMENTS","Accra Metropolitan",-0.197115257,5.607395649,356.355555555556,331,90,"9","10"
"82","10105","General Arts","ST THOMAS AQUINAS SENIOR HIGH. SCHOOL, CANTONMENTS","Accra Metropolitan",-0.197115257,5.607395649,356.735632183908,328,87,"9","10"
"83","10105","General Science","ST THOMAS AQUINAS SENIOR HIGH. SCHOOL, CANTONMENTS","Accra Metropolitan",-0.197115257,5.607395649,366.4875,339,80,"10","10"
"84","10105","Visual Arts","ST THOMAS AQUINAS SENIOR HIGH. SCHOOL, CANTONMENTS","Accra Metropolitan",-0.197115257,5.607395649,347.977272727273,323,44,"9","9"
"85","10106","Business","ACCRA HIGH SCHOOL, ASYLUM DOWN, ACCRA","Accra Metropolitan",-0.197115257,5.607395649,345.19,328,100,"9","9"
"86","10106","General Arts","ACCRA HIGH SCHOOL, ASYLUM DOWN, ACCRA","Accra Metropolitan",-0.197115257,5.607395649,350.353535353535,336,99,"10","9"
"87","10106","General Science","ACCRA HIGH SCHOOL, ASYLUM DOWN, ACCRA","Accra Metropolitan",-0.197115257,5.607395649,354.68,336,50,"10","10"
"88","10106","Home Economics","ACCRA HIGH SCHOOL, ASYLUM DOWN, ACCRA","Accra Metropolitan",-0.197115257,5.607395649,319,293,50,"8","8"
"89","10106","Technical","ACCRA HIGH SCHOOL, ASYLUM DOWN, ACCRA","Accra Metropolitan",-0.197115257,5.607395649,324.285714285714,301,49,"9","9"
"90","10106","Visual Arts","ACCRA HIGH SCHOOL, ASYLUM DOWN, ACCRA","Accra Metropolitan",-0.197115257,5.607395649,331.106382978723,314,47,"9","9"
"91","10107","Business","PRESBYTERIAN SENIOR HIGH. SCHOOL, OSU-ACCRA","Accra Metropolitan",-0.197115257,5.607395649,313.289156626506,292,83,"8","8"
"92","10107","General Arts","PRESBYTERIAN SENIOR HIGH. SCHOOL, OSU-ACCRA","Accra Metropolitan",-0.197115257,5.607395649,318.065934065934,299,91,"9","8"
"93","10107","General Science","PRESBYTERIAN SENIOR HIGH. SCHOOL, OSU-ACCRA","Accra Metropolitan",-0.197115257,5.607395649,310.658536585366,281,41,"8","8"
"94","10107","Home Economics","PRESBYTERIAN SENIOR HIGH. SCHOOL, OSU-ACCRA","Accra Metropolitan",-0.197115257,5.607395649,303.121951219512,286,41,"8","8"
"95","10107","Visual Arts","PRESBYTERIAN SENIOR HIGH. SCHOOL, OSU-ACCRA","Accra Metropolitan",-0.197115257,5.607395649,306.92,288,50,"8","8"
"96","10108","Business","O'REILLY SENIOR HIGH SCHOOL, ADABRAKA","Accra Metropolitan",-0.197115257,5.607395649,312.015625,291,64,"8","8"
"97","10108","General Arts","O'REILLY SENIOR HIGH SCHOOL, ADABRAKA","Accra Metropolitan",-0.197115257,5.607395649,310.663865546218,291,119,"8","8"
"98","10108","General Science","O'REILLY SENIOR HIGH SCHOOL, ADABRAKA","Accra Metropolitan",-0.197115257,5.607395649,285.444444444444,248,45,"6","7"
"99","10108","Home Economics","O'REILLY SENIOR HIGH SCHOOL, ADABRAKA","Accra Metropolitan",-0.197115257,5.607395649,294.022222222222,278,45,"8","7"
"100","10108","Visual Arts","O'REILLY SENIOR HIGH SCHOOL, ADABRAKA","Accra Metropolitan",-0.197115257,5.607395649,302.822222222222,280,45,"8","8"
"101","10109","Home Economics","KINBU SENIOR HIGH/TECHNICAL SCHOOL, KINDB-ACCRA","Accra Metropolitan",-0.197115257,5.607395649,277.5,259,50,"7","6"
"102","10109","Technical","KINBU SENIOR HIGH/TECHNICAL SCHOOL, KINDB-ACCRA","Accra Metropolitan",-0.197115257,5.607395649,279.085,257,200,"7","6"
"103","10109","Visual Arts","KINBU SENIOR HIGH/TECHNICAL SCHOOL, KINDB-ACCRA","Accra Metropolitan",-0.197115257,5.607395649,297.1,278,50,"8","7"
"104","10110","Agriculture","ACHIMOTA SENIOR HIGH SCHOOL, ACHIMOTA-ACCRA","Accra Metropolitan",-0.197115257,5.607395649,371.275,343,40,"10","10"
"105","10110","General Arts","ACHIMOTA SENIOR HIGH SCHOOL, ACHIMOTA-ACCRA","Accra Metropolitan",-0.197115257,5.607395649,409.146666666667,389,225,"10","10"
"106","10110","General Science","ACHIMOTA SENIOR HIGH SCHOOL, ACHIMOTA-ACCRA","Accra Metropolitan",-0.197115257,5.607395649,419.988888888889,401,180,"10","10"
"107","10110","Home Economics","ACHIMOTA SENIOR HIGH SCHOOL, ACHIMOTA-ACCRA","Accra Metropolitan",-0.197115257,5.607395649,385.825,366,40,"10","10"
"108","10110","Visual Arts","ACHIMOTA SENIOR HIGH SCHOOL, ACHIMOTA-ACCRA","Accra Metropolitan",-0.197115257,5.607395649,407.64,389,50,"10","10"
"109","10111","Agriculture","PRESBY BOYS SENIOR HIGH. SCHOOL, LEGON","Ga West (Amasaman)",-0.397510529,5.664687634,394.8,371,40,"10","10"
"110","10111","Business","PRESBY BOYS SENIOR HIGH. SCHOOL, LEGON","Ga West (Amasaman)",-0.397510529,5.664687634,405.333333333333,382,120,"10","10"
"111","10111","General Arts","PRESBY BOYS SENIOR HIGH. SCHOOL, LEGON","Ga West (Amasaman)",-0.397510529,5.664687634,401.525,382,120,"10","10"
"112","10111","General Science","PRESBY BOYS SENIOR HIGH. SCHOOL, LEGON","Ga West (Amasaman)",-0.397510529,5.664687634,424.885714285714,407,280,"10","10"
"113","10111","Visual Arts","PRESBY BOYS SENIOR HIGH. SCHOOL, LEGON","Ga West (Amasaman)",-0.397510529,5.664687634,398.075,379,40,"10","10"
"114","10112","Business","ACCRA GIRLS SENIOR HIGH. SCHOOL, MAMOBI","Accra Metropolitan",-0.197115257,5.607395649,380.14606741573,359,89,"10","10"
"115","10112","General Arts","ACCRA GIRLS SENIOR HIGH. SCHOOL, MAMOBI","Accra Metropolitan",-0.197115257,5.607395649,385.850574712644,374,87,"10","10"
"116","10112","General Science","ACCRA GIRLS SENIOR HIGH. SCHOOL, MAMOBI","Accra Metropolitan",-0.197115257,5.607395649,377.466666666667,362,45,"10","10"
"117","10112","Home Economics","ACCRA GIRLS SENIOR HIGH. SCHOOL, MAMOBI","Accra Metropolitan",-0.197115257,5.607395649,375.966666666667,363,30,"10","10"
"118","10112","Visual Arts","ACCRA GIRLS SENIOR HIGH. SCHOOL, MAMOBI","Accra Metropolitan",-0.197115257,5.607395649,347.285714285714,316,49,"9","9"
"119","10114","Business","NUNGUA SENIOR HIGH. SCHOOL, NUNGUA","Accra Metropolitan",-0.197115257,5.607395649,347.99,329,100,"9","9"
"120","10114","General Arts","NUNGUA SENIOR HIGH. SCHOOL, NUNGUA","Accra Metropolitan",-0.197115257,5.607395649,351.9,337,100,"10","9"
"121","10114","General Science","NUNGUA SENIOR HIGH. SCHOOL, NUNGUA","Accra Metropolitan",-0.197115257,5.607395649,350.54,325,50,"9","9"
"122","10114","Home Economics","NUNGUA SENIOR HIGH. SCHOOL, NUNGUA","Accra Metropolitan",-0.197115257,5.607395649,335.02,319,50,"9","9"
"123","10114","Visual Arts","NUNGUA SENIOR HIGH. SCHOOL, NUNGUA","Accra Metropolitan",-0.197115257,5.607395649,338.22,319,50,"9","9"
"124","10115","General Arts","ARMED FORCES SENIOR HIGH./TECH SCHOOL, BURMA CAMP","Accra Metropolitan",-0.197115257,5.607395649,338.538461538462,321,39,"9","9"
"125","10115","General Science","ARMED FORCES SENIOR HIGH./TECH SCHOOL, BURMA CAMP","Accra Metropolitan",-0.197115257,5.607395649,312.825,274,40,"7","8"
"126","10115","Home Economics","ARMED FORCES SENIOR HIGH./TECH SCHOOL, BURMA CAMP","Accra Metropolitan",-0.197115257,5.607395649,299.897435897436,275,39,"7","8"
"127","10115","Technical","ARMED FORCES SENIOR HIGH./TECH SCHOOL, BURMA CAMP","Accra Metropolitan",-0.197115257,5.607395649,316.0125,295,80,"8","8"
"128","10115","Visual Arts","ARMED FORCES SENIOR HIGH./TECH SCHOOL, BURMA CAMP","Accra Metropolitan",-0.197115257,5.607395649,314.875,290,40,"8","8"
"129","10116","Business","TESHIE PRESBY SENIOR HIGH. SCHOOL, TESHIE","Accra Metropolitan",-0.197115257,5.607395649,273.635714285714,205,280,"1","6"
"130","10116","General Arts","TESHIE PRESBY SENIOR HIGH. SCHOOL, TESHIE","Accra Metropolitan",-0.197115257,5.607395649,325.64,307,50,"9","9"
"131","10116","General Science","TESHIE PRESBY SENIOR HIGH. SCHOOL, TESHIE","Accra Metropolitan",-0.197115257,5.607395649,335.368421052632,288,38,"8","9"
"132","10116","Home Economics","TESHIE PRESBY SENIOR HIGH. SCHOOL, TESHIE","Accra Metropolitan",-0.197115257,5.607395649,298.051282051282,279,39,"8","7"
"133","10116","Visual Arts","TESHIE PRESBY SENIOR HIGH. SCHOOL, TESHIE","Accra Metropolitan",-0.197115257,5.607395649,309.051282051282,288,39,"8","8"
"134","10117","Agriculture","LABONE SENIOR HIGH SCHOOL, LABONE-ACCRA","Accra Metropolitan",-0.197115257,5.607395649,345.85,330,40,"9","9"
"135","10117","Business","LABONE SENIOR HIGH SCHOOL, LABONE-ACCRA","Accra Metropolitan",-0.197115257,5.607395649,367.506329113924,349,158,"10","10"
"136","10117","General Arts","LABONE SENIOR HIGH SCHOOL, LABONE-ACCRA","Accra Metropolitan",-0.197115257,5.607395649,375.836206896552,363,116,"10","10"
"137","10117","General Science","LABONE SENIOR HIGH SCHOOL, LABONE-ACCRA","Accra Metropolitan",-0.197115257,5.607395649,382.4625,368,80,"10","10"
"138","10117","Home Economics","LABONE SENIOR HIGH SCHOOL, LABONE-ACCRA","Accra Metropolitan",-0.197115257,5.607395649,353.615384615385,341,39,"10","9"
"139","10117","Visual Arts","LABONE SENIOR HIGH SCHOOL, LABONE-ACCRA","Accra Metropolitan",-0.197115257,5.607395649,370.078947368421,358,38,"10","10"
"140","10118","Agriculture","ODORGONNO SENIOR HIGH. SCH., AWOSHIE","Ga West (Amasaman)",-0.397510529,5.664687634,303.488888888889,273,45,"7","8"
"141","10118","Business","ODORGONNO SENIOR HIGH. SCH., AWOSHIE","Ga West (Amasaman)",-0.397510529,5.664687634,316.881481481482,291,135,"8","8"
"142","10118","General Arts","ODORGONNO SENIOR HIGH. SCH., AWOSHIE","Ga West (Amasaman)",-0.397510529,5.664687634,320.586592178771,298,179,"8","9"
"143","10118","General Science","ODORGONNO SENIOR HIGH. SCH., AWOSHIE","Ga West (Amasaman)",-0.397510529,5.664687634,326.488888888889,298,45,"8","9"
"144","10118","Home Economics","ODORGONNO SENIOR HIGH. SCH., AWOSHIE","Ga West (Amasaman)",-0.397510529,5.664687634,310.711111111111,292,45,"8","8"
"145","10118","Visual Arts","ODORGONNO SENIOR HIGH. SCH., AWOSHIE","Ga West (Amasaman)",-0.397510529,5.664687634,303.944444444444,278,90,"8","8"
